nationality,class,time_s,time,5ktime,5kdiff,5kminperk,5kkmh,5kplace,10ktime,10kdiff,10kminperk,10kkmh,10kplace,15ktime,15kdiff,15kminperk,15kkmh,15kplace,20ktime,20kdiff,20kminperk,20kkmh,20kplace,finishtime_s,finishtime,finishdiff,finishminperk,finishkmh
SWE,,5364,01:29:24,00:20:38,20:38,04:08,14.53,1,00:40:47,20:09,04:02,14.89,1,01:02:08,21:21,04:17,14.05,1,01:24:40,22:31,04:31,13.32,1,5364,01:29:24,04:44,04:20,13.88
KEN,H17,3575,00:59:35,00:14:34,14:34,02:55,20.59,1,00:28:05,13:31,02:43,22.18,1,00:42:08,14:02,02:49,21.36,1,00:56:28,14:19,02:52,20.94,1,3575,00:59:35,03:06,02:51,21.14
KEN,D17,4081,01:08:01,00:15:36,15:36,03:08,19.22,1,00:31:04,15:27,03:06,19.40,1,00:47:22,16:17,03:16,18.41,1,01:04:25,17:03,03:25,17.59,1,4081,01:08:01,03:35,03:17,18.32
SWE,,7613,02:06:53,00:29:15,29:15,05:52,10.25,2,00:58:10,28:54,05:47,10.38,2,01:29:15,31:05,06:14,9.65,2,02:00:16,31:00,06:13,9.67,2,7613,02:06:53,06:36,06:02,9.95
ETH,D17,4134,01:08:54,00:15:37,15:37,03:08,19.21,2,00:31:12,15:35,03:08,19.25,2,00:47:44,16:32,03:19,18.13,2,01:05:04,17:19,03:28,17.32,2,4134,01:08:54,03:50,03:31,17.13
KEN,H17,3612,01:00:12,00:14:34,14:34,02:55,20.57,4,00:28:06,13:31,02:43,22.19,2,00:42:08,14:02,02:49,21.35,2,00:56:57,14:48,02:58,20.26,2,3612,01:00:12,03:15,02:58,20.24
KEN,D17,4172,01:09:32,00:15:37,15:37,03:08,19.20,3,00:31:26,15:49,03:10,18.97,3,00:48:08,16:41,03:21,17.97,3,01:05:51,17:43,03:33,16.93,3,4172,01:09:32,03:40,03:22,17.88
KEN,H17,3700,01:01:40,00:14:34,14:34,02:55,20.58,3,00:28:25,13:50,02:47,21.67,3,00:43:17,14:52,02:59,20.18,5,00:58:34,15:17,03:04,19.61,4,3700,01:01:40,03:06,02:50,21.23
KEN,H17,3700,01:01:40,00:14:35,14:35,02:56,20.56,6,00:28:27,13:51,02:47,21.64,5,00:43:16,14:49,02:58,20.23,4,00:58:34,15:17,03:04,19.61,3,3700,01:01:40,03:06,02:50,21.20
ETH,D17,4236,01:10:36,00:16:06,16:06,03:14,18.63,4,00:32:29,16:23,03:17,18.30,4,00:49:31,17:01,03:25,17.62,4,01:06:53,17:21,03:29,17.28,4,4236,01:10:36,03:43,03:24,17.67
ETH,D17,4335,01:12:15,00:16:37,16:37,03:20,18.04,6,00:33:39,17:02,03:25,17.61,6,00:50:56,17:16,03:28,17.37,6,01:08:23,17:27,03:30,17.18,5,4335,01:12:15,03:51,03:31,17.08
KEN,H17,3708,01:01:48,00:14:34,14:34,02:55,20.58,2,00:28:27,13:52,02:47,21.62,4,00:43:16,14:49,02:58,20.24,3,00:58:34,15:18,03:04,19.60,4,3708,01:01:48,03:13,02:57,20.45
KEN,H17,3792,01:03:12,00:14:36,14:36,02:56,20.54,8,00:28:52,14:15,02:52,21.03,7,00:43:58,15:06,03:02,19.85,6,00:59:46,15:47,03:10,19.00,6,3792,01:03:12,03:26,03:09,19.09
ETH,D17,4337,01:12:17,00:16:59,16:59,03:24,17.66,7,00:33:42,16:43,03:21,17.94,7,00:50:56,17:13,03:27,17.42,7,01:08:24,17:27,03:30,17.18,6,4337,01:12:17,03:53,03:33,16.91
ETH,D17,4374,01:12:54,00:16:16,16:16,03:16,18.44,5,00:32:57,16:40,03:21,17.99,5,00:50:26,17:29,03:30,17.15,5,01:08:48,18:21,03:41,16.34,7,4374,01:12:54,04:05,03:45,16.06
KEN,H17,3832,01:03:52,00:14:35,14:35,02:56,20.56,5,00:28:52,14:16,02:52,21.01,6,00:44:16,15:24,03:05,19.47,7,01:00:20,16:03,03:13,18.68,7,3832,01:03:52,03:32,03:14,18.61
JPN,D17,4487,01:14:47,00:17:37,17:37,03:32,17.02,10,00:34:58,17:20,03:29,17.29,10,00:52:48,17:49,03:34,16.82,8,01:11:01,18:12,03:39,16.47,8,4487,01:14:47,03:46,03:27,17.43
RSA,H17,3845,01:04:05,00:14:35,14:35,02:56,20.56,7,00:29:19,14:43,02:57,20.37,8,00:44:51,15:32,03:07,19.31,8,01:00:36,15:44,03:09,19.05,8,3845,01:04:05,03:29,03:11,18.86
JPN,H17,3852,01:04:12,00:14:53,14:53,02:59,20.14,11,00:29:39,14:46,02:58,20.31,10,00:44:51,15:11,03:03,19.75,9,01:00:43,15:52,03:11,18.91,9,3852,01:04:12,03:29,03:11,18.89
SWE,D35,4581,01:16:21,00:17:09,17:09,03:26,17.48,9,00:34:11,17:01,03:25,17.62,8,00:53:16,19:05,03:50,15.71,9,01:12:02,18:46,03:46,15.98,9,4581,01:16:21,04:18,03:56,15.29
SWE,H35,3890,01:04:50,00:14:42,14:42,02:57,20.40,9,00:29:40,14:58,03:00,20.04,11,00:45:09,15:28,03:06,19.39,11,01:01:16,16:07,03:14,18.61,10,3890,01:04:50,03:34,03:16,18.41
SWE,D17,4587,01:16:27,00:17:59,17:59,03:36,16.67,13,00:35:34,17:35,03:32,17.06,11,00:53:38,18:03,03:37,16.62,10,01:12:22,18:44,03:45,16.01,10,4587,01:16:27,04:04,03:44,16.14
SWE,D17,4591,01:16:31,00:18:13,18:13,03:39,16.47,15,00:35:55,17:42,03:33,16.94,14,00:54:01,18:05,03:38,16.58,12,01:12:31,18:30,03:43,16.21,11,4591,01:16:31,03:59,03:39,16.47
JPN,H17,3891,01:04:51,00:14:50,14:50,02:59,20.21,10,00:29:39,14:49,02:58,20.25,9,00:45:00,15:20,03:05,19.55,10,01:01:18,16:18,03:16,18.39,11,3891,01:04:51,03:32,03:15,18.55
ETH,H17,3894,01:04:54,00:14:54,14:54,02:59,20.12,12,00:30:01,15:07,03:02,19.84,14,00:45:32,15:31,03:07,19.33,12,01:01:34,16:01,03:13,18.72,12,3894,01:04:54,03:19,03:03,19.76
GBR,D35,4596,01:16:36,00:17:51,17:51,03:35,16.81,12,00:35:35,17:44,03:33,16.92,12,00:54:00,18:25,03:42,16.29,11,01:12:36,18:36,03:44,16.13,12,4596,01:16:36,04:00,03:39,16.44
SWE,H17,3901,01:05:01,00:15:06,15:06,03:02,19.86,16,00:30:01,14:54,02:59,20.11,12,00:45:34,15:33,03:07,19.29,13,01:01:35,16:01,03:13,18.72,13,3901,01:05:01,03:25,03:08,19.23
SWE,D17,4689,01:18:09,00:18:24,18:24,03:41,16.30,19,00:36:32,18:08,03:38,16.53,17,00:55:02,18:29,03:42,16.23,16,01:14:05,19:02,03:49,15.75,14,4689,01:18:09,04:04,03:44,16.12
SWE,H17,3901,01:05:01,00:15:06,15:06,03:02,19.86,15,00:30:01,14:55,03:00,20.11,13,00:45:34,15:33,03:07,19.28,14,01:01:35,16:01,03:13,18.73,13,3901,01:05:01,03:25,03:08,19.22
FRO,D35,4690,01:18:10,00:18:18,18:18,03:40,16.38,17,00:36:26,18:07,03:38,16.55,16,00:54:58,18:32,03:43,16.18,14,01:14:04,19:05,03:50,15.71,13,4690,01:18:10,04:06,03:45,16.04
SWE,H17,3975,01:06:15,00:15:35,15:35,03:07,19.25,23,00:30:58,15:23,03:05,19.49,19,00:46:40,15:41,03:09,19.11,18,01:02:53,16:12,03:15,18.50,15,3975,01:06:15,03:22,03:05,19.51
SWE,D35,4702,01:18:22,00:18:08,18:08,03:38,16.54,14,00:36:18,18:10,03:39,16.51,15,00:55:11,18:53,03:47,15.88,17,01:14:24,19:12,03:51,15.61,15,4702,01:18:22,03:57,03:37,16.62
ERI,H17,3976,01:06:16,00:15:07,15:07,03:02,19.83,17,00:30:42,15:35,03:08,19.25,16,00:46:30,15:47,03:10,18.99,15,01:02:53,16:22,03:17,18.31,16,3976,01:06:16,03:22,03:05,19.47
SWE,D17,4745,01:19:05,00:18:42,18:42,03:45,16.03,24,00:37:09,18:26,03:42,16.27,22,00:55:51,18:42,03:45,16.04,19,01:15:03,19:12,03:51,15.62,18,4745,01:19:05,04:01,03:41,16.33
ETH,H17,3994,01:06:34,00:15:36,15:36,03:08,19.23,25,00:30:59,15:23,03:05,19.49,21,00:46:46,15:46,03:10,19.01,19,01:03:04,16:17,03:16,18.41,19,3994,01:06:34,03:29,03:12,18.82
NOR,D17,4755,01:19:15,00:17:39,17:39,03:32,16.99,11,00:35:50,18:11,03:39,16.50,13,00:55:00,19:10,03:51,15.65,15,01:14:53,19:52,03:59,15.09,16,4755,01:19:15,04:21,03:59,15.09
SWE,D17,4767,01:19:27,00:18:49,18:49,03:46,15.94,26,00:37:29,18:40,03:45,16.07,26,00:56:19,18:50,03:47,15.93,22,01:15:19,19:00,03:49,15.79,19,4767,01:19:27,04:08,03:47,15.92
SWE,H35,3996,01:06:36,00:15:34,15:34,03:07,19.26,21,00:30:58,15:24,03:05,19.48,19,00:46:47,15:48,03:10,18.98,20,01:03:03,16:16,03:16,18.43,18,3996,01:06:36,03:32,03:14,18.56
ESP,H17,4003,01:06:43,00:15:15,15:15,03:04,19.65,19,00:30:43,15:27,03:06,19.41,17,00:46:40,15:57,03:12,18.80,17,01:03:03,16:22,03:17,18.32,17,4003,01:06:43,03:40,03:22,17.91
SWE,D17,4774,01:19:34,00:18:33,18:33,03:43,16.16,21,00:36:52,18:18,03:40,16.39,18,00:55:47,18:55,03:48,15.85,18,01:15:23,19:35,03:56,15.31,20,4774,01:19:34,04:11,03:50,15.69
ETH,D17,4779,01:19:39,00:17:01,17:01,03:25,17.61,8,00:34:55,17:53,03:35,16.77,9,00:54:47,19:52,03:59,15.09,13,01:14:55,20:07,04:02,14.91,17,4779,01:19:39,04:44,04:20,13.88
SWE,H17,4018,01:06:58,00:15:41,15:41,03:09,19.13,27,00:31:11,15:30,03:07,19.34,23,00:47:03,15:51,03:11,18.92,21,01:03:27,16:24,03:17,18.29,20,4018,01:06:58,03:31,03:13,18.68
NOR,H17,4042,01:07:22,00:15:34,15:34,03:07,19.25,22,00:31:12,15:37,03:08,19.20,24,00:47:11,15:59,03:12,18.77,24,01:03:46,16:34,03:19,18.10,22,4042,01:07:22,03:36,03:18,18.26
SWE,D17,4791,01:19:51,00:18:54,18:54,03:47,15.87,27,00:37:26,18:32,03:43,16.18,24,00:56:20,18:53,03:47,15.88,23,01:15:34,19:14,03:51,15.60,21,4791,01:19:51,04:17,03:55,15.36
SWE,H17,4043,01:07:23,00:15:02,15:02,03:01,19.94,14,00:30:24,15:21,03:05,19.54,15,00:46:37,16:13,03:15,18.50,16,01:03:28,16:51,03:23,17.80,21,4043,01:07:23,03:54,03:34,16.83
NOR,D40,4806,01:20:06,00:18:34,18:34,03:43,16.16,22,00:36:57,18:23,03:41,16.31,19,00:56:10,19:13,03:51,15.61,20,01:15:58,19:47,03:58,15.16,22,4806,01:20:06,04:08,03:47,15.91
SWE,D40,4811,01:20:11,00:18:23,18:23,03:41,16.31,18,00:36:58,18:34,03:43,16.15,20,00:56:15,19:16,03:52,15.56,21,01:16:02,19:46,03:58,15.16,23,4811,01:20:11,04:09,03:48,15.83
SWE,H17,4053,01:07:33,00:15:12,15:12,03:03,19.73,18,00:30:50,15:38,03:08,19.17,18,00:47:07,16:16,03:16,18.42,23,01:03:55,16:48,03:22,17.86,24,4053,01:07:33,03:37,03:19,18.14
SWE,D17,4850,01:20:50,00:19:01,19:01,03:49,15.77,29,00:37:31,18:30,03:43,16.21,27,00:56:37,19:05,03:50,15.71,24,01:16:35,19:58,04:00,15.02,24,4850,01:20:50,04:14,03:52,15.53
SWE,H17,4056,01:07:36,00:15:35,15:35,03:08,19.25,24,00:31:00,15:25,03:06,19.45,22,00:47:03,16:02,03:13,18.69,22,01:03:54,16:51,03:23,17.80,23,4056,01:07:36,03:41,03:22,17.83
SWE,H17,4073,01:07:53,00:15:41,15:41,03:09,19.12,28,00:31:13,15:31,03:07,19.31,25,00:47:20,16:06,03:14,18.62,25,01:04:14,16:54,03:23,17.74,25,4073,01:07:53,03:38,03:19,18.10
POL,D17,4863,01:21:03,00:18:47,18:47,03:46,15.96,25,00:37:26,18:39,03:44,16.09,25,00:57:06,19:39,03:56,15.26,27,01:16:46,19:39,03:56,15.26,25,4863,01:21:03,04:17,03:55,15.34
SWE,H17,4106,01:08:26,00:16:03,16:03,03:13,18.69,32,00:31:45,15:41,03:09,19.11,28,00:47:52,16:07,03:14,18.61,26,01:04:40,16:48,03:22,17.85,26,4106,01:08:26,03:46,03:27,17.44
ETH,D17,4883,01:21:23,00:18:17,18:17,03:40,16.39,16,00:37:21,19:03,03:49,15.74,23,00:56:45,19:24,03:53,15.46,25,01:17:10,20:24,04:05,14.70,28,4883,01:21:23,04:13,03:51,15.60
SWE,D35,4884,01:21:24,00:18:28,18:28,03:42,16.24,20,00:37:01,18:33,03:43,16.17,21,00:56:50,19:48,03:58,15.14,26,01:17:03,20:13,04:03,14.84,26,4884,01:21:24,04:21,03:59,15.13
SWE,H17,4137,01:08:57,00:16:06,16:06,03:14,18.62,36,00:31:58,15:51,03:11,18.91,29,00:48:33,16:34,03:19,18.10,32,01:05:20,16:47,03:22,17.87,28,4137,01:08:57,03:37,03:18,18.19
SWE,D17,4889,01:21:29,00:19:06,19:06,03:50,15.70,30,00:37:52,18:45,03:46,15.99,28,00:57:09,19:17,03:52,15.55,28,01:17:09,20:00,04:00,15.00,27,4889,01:21:29,04:19,03:57,15.22
SWE,H17,4139,01:08:59,00:16:04,16:04,03:13,18.67,34,00:31:58,15:54,03:11,18.87,29,00:48:32,16:34,03:19,18.10,30,01:05:19,16:47,03:22,17.87,27,4139,01:08:59,03:40,03:21,17.94
SWE,H17,4153,01:09:13,00:15:38,15:38,03:08,19.17,26,00:31:17,15:38,03:08,19.18,26,00:47:55,16:38,03:20,18.03,27,01:05:26,17:30,03:31,17.13,29,4153,01:09:13,03:47,03:27,17.39
SWE,D17,4912,01:21:52,00:19:09,19:09,03:50,15.65,31,00:38:05,18:55,03:48,15.86,31,00:57:40,19:34,03:55,15.32,30,01:17:42,20:02,04:01,14.97,29,4912,01:21:52,04:10,03:49,15.76
SWE,H35,4168,01:09:28,00:16:32,16:32,03:19,18.13,47,00:32:41,16:08,03:14,18.58,40,00:49:04,16:22,03:17,18.32,34,01:05:56,16:52,03:23,17.78,31,4168,01:09:28,03:32,03:14,18.60
SWE,D35,4935,01:22:15,00:19:00,19:00,03:49,15.79,28,00:37:55,18:55,03:48,15.85,29,00:57:33,19:37,03:56,15.28,29,01:17:50,20:16,04:04,14.79,30,4935,01:22:15,04:25,04:02,14.89
NOR,D35,5003,01:23:23,00:19:50,19:50,03:59,15.12,38,00:39:07,19:16,03:52,15.56,34,00:58:45,19:38,03:56,15.27,32,01:19:01,20:15,04:04,14.81,31,5003,01:23:23,04:21,03:59,15.08
SWE,H17,4170,01:09:30,00:16:03,16:03,03:13,18.67,33,00:31:58,15:54,03:11,18.86,31,00:48:32,16:34,03:19,18.11,31,01:05:43,17:10,03:27,17.47,30,4170,01:09:30,03:46,03:27,17.42
SWE,H35,4185,01:09:45,00:16:06,16:06,03:14,18.62,37,00:32:28,16:22,03:17,18.33,37,00:49:10,16:42,03:21,17.96,35,01:06:12,17:01,03:25,17.62,33,4185,01:09:45,03:32,03:14,18.56
SWE,D40,5027,01:23:47,00:19:30,19:30,03:55,15.38,33,00:38:44,19:14,03:51,15.59,32,00:58:54,20:09,04:02,14.89,33,01:19:26,20:31,04:07,14.61,32,5027,01:23:47,04:21,03:59,15.12
SWE,D17,5037,01:23:57,00:19:55,19:55,04:00,15.06,43,00:39:18,19:22,03:53,15.48,37,00:59:16,19:58,04:00,15.02,34,01:19:37,20:21,04:05,14.74,33,5037,01:23:57,04:19,03:57,15.21
ETH,H17,4186,01:09:46,00:15:52,15:52,03:11,18.89,31,00:31:59,16:06,03:14,18.63,32,00:48:32,16:33,03:19,18.12,29,01:06:00,17:28,03:30,17.17,32,4186,01:09:46,03:45,03:26,17.51
SWE,H17,4188,01:09:48,00:16:08,16:08,03:14,18.59,38,00:32:19,16:11,03:15,18.53,34,00:49:03,16:43,03:21,17.93,33,01:06:12,17:09,03:26,17.49,34,4188,01:09:48,03:35,03:17,18.29
SWE,D17,5050,01:24:10,00:19:33,19:33,03:55,15.33,34,00:39:07,19:33,03:55,15.33,35,00:59:17,20:09,04:02,14.88,35,01:19:44,20:27,04:06,14.67,35,5050,01:24:10,04:26,04:03,14.83
SWE,H17,4214,01:10:14,00:16:35,16:35,03:20,18.07,53,00:32:59,16:23,03:17,18.30,48,00:49:43,16:43,03:21,17.93,39,01:06:41,16:58,03:24,17.68,35,4214,01:10:14,03:32,03:14,18.56
SWE,D17,5053,01:24:13,00:19:51,19:51,03:59,15.11,40,00:39:26,19:35,03:56,15.32,39,00:59:39,20:13,04:03,14.84,38,01:19:55,20:16,04:04,14.80,36,5053,01:24:13,04:17,03:55,15.33
SWE,D17,5055,01:24:15,00:18:36,18:36,03:44,16.12,23,00:37:58,19:21,03:53,15.49,30,00:58:16,20:17,04:04,14.78,31,01:19:40,21:24,04:17,14.01,34,5055,01:24:15,04:34,04:11,14.36
SWE,H17,4234,01:10:34,00:16:09,16:09,03:14,18.57,39,00:32:22,16:13,03:15,18.49,36,00:49:13,16:51,03:23,17.80,36,01:06:54,17:40,03:33,16.97,36,4234,01:10:34,03:39,03:21,17.98
SWE,D50,5066,01:24:26,00:20:06,20:06,04:02,14.91,55,00:39:37,19:30,03:55,15.38,41,00:59:32,19:55,04:00,15.05,37,01:19:58,20:25,04:06,14.69,37,5066,01:24:26,04:28,04:05,14.73
SWE,H17,4242,01:10:42,00:16:25,16:25,03:18,18.27,45,00:32:56,16:31,03:19,18.16,41,00:49:51,16:54,03:23,17.74,41,01:07:09,17:18,03:28,17.34,38,4242,01:10:42,03:33,03:15,18.54
SWE,D35,5105,01:25:05,00:19:54,19:54,03:59,15.07,41,00:39:26,19:32,03:55,15.35,40,00:59:46,20:19,04:04,14.76,40,01:20:34,20:48,04:10,14.42,38,5105,01:25:05,04:30,04:07,14.58
SWE,H17,4243,01:10:43,00:16:33,16:33,03:19,18.12,48,00:32:57,16:23,03:17,18.30,43,00:49:46,16:48,03:22,17.84,40,01:07:00,17:14,03:27,17.40,37,4243,01:10:43,03:43,03:24,17.66
SWE,D17,5117,01:25:17,00:19:24,19:24,03:53,15.45,32,00:39:06,19:41,03:57,15.23,33,00:59:25,20:19,04:04,14.76,36,01:20:38,21:12,04:15,14.14,39,5117,01:25:17,04:38,04:14,14.19
SWE,H17,4266,01:11:06,00:15:45,15:45,03:10,19.03,30,00:32:12,16:26,03:18,18.25,33,00:49:31,17:19,03:28,17.32,37,01:07:22,17:51,03:35,16.80,40,4266,01:11:06,03:43,03:25,17.63
SWE,H17,4268,01:11:08,00:16:25,16:25,03:18,18.26,46,00:32:56,16:31,03:19,18.16,42,00:49:51,16:54,03:23,17.74,42,01:07:22,17:30,03:31,17.13,39,4268,01:11:08,03:46,03:27,17.45
SWE,D45,5136,01:25:36,00:20:09,20:09,04:02,14.89,57,00:39:58,19:49,03:58,15.14,48,01:00:17,20:18,04:04,14.77,43,01:21:04,20:47,04:10,14.43,40,5136,01:25:36,04:31,04:08,14.54
SWE,H17,4306,01:11:46,00:16:35,16:35,03:20,18.09,50,00:33:02,16:27,03:18,18.23,49,00:50:09,17:07,03:26,17.53,43,01:07:57,17:47,03:34,16.86,42,4306,01:11:46,03:48,03:29,17.25
SWE,D17,5138,01:25:38,00:20:03,20:03,04:01,14.96,50,00:39:46,19:42,03:57,15.22,43,01:00:07,20:21,04:05,14.74,41,01:21:04,20:57,04:12,14.31,41,5138,01:25:38,04:34,04:10,14.41
SWE,H35,4308,01:11:48,00:18:53,18:53,03:47,15.88,294,00:37:47,18:53,03:47,15.88,-,00:56:40,18:53,03:47,15.88,-,01:15:34,18:53,03:47,15.88,-,4308,01:11:48,13,00:34,-17.46
SWE,D35,5151,01:25:51,00:20:06,20:06,04:02,14.93,54,00:39:53,19:47,03:58,15.16,46,01:00:18,20:25,04:06,14.69,44,01:21:20,21:02,04:13,14.26,43,5151,01:25:51,04:31,04:08,14.57
SWE,D35,5151,01:25:51,00:19:42,19:42,03:57,15.22,35,00:39:10,19:27,03:54,15.41,36,00:59:42,20:32,04:07,14.61,39,01:21:17,21:35,04:20,13.90,42,5151,01:25:51,04:34,04:10,14.41
SWE,H17,4323,01:12:03,00:16:06,16:06,03:14,18.63,35,00:32:20,16:13,03:15,18.49,35,00:49:33,17:13,03:27,17.42,38,01:07:55,18:21,03:41,16.34,41,4323,01:12:03,04:08,03:47,15.92
SWE,H17,4329,01:12:09,00:16:16,16:16,03:16,18.43,41,00:32:57,16:40,03:21,17.99,45,00:50:11,17:14,03:27,17.40,45,01:08:13,18:01,03:37,16.64,43,4329,01:12:09,03:55,03:35,16.76
SWE,D17,5157,01:25:57,00:20:11,20:11,04:03,14.86,59,00:40:04,19:53,03:59,15.09,53,01:00:40,20:35,04:08,14.57,51,01:21:29,20:49,04:10,14.41,44,5157,01:25:57,04:27,04:05,14.74
SWE,H35,4332,01:12:12,00:16:36,16:36,03:20,18.06,54,00:33:11,16:35,03:20,18.09,51,00:50:27,17:15,03:28,17.38,51,01:08:24,17:57,03:36,16.71,45,4332,01:12:12,03:48,03:29,17.31
SWE,D17,5176,01:26:16,00:19:55,19:55,04:00,15.06,44,00:40:03,20:08,04:02,14.90,51,01:00:45,20:42,04:09,14.49,52,01:21:55,21:09,04:14,14.18,50,5176,01:26:16,04:21,03:59,15.11
SWE,H17,4338,01:12:18,00:16:39,16:39,03:20,18.00,55,00:33:24,16:44,03:21,17.91,52,00:50:39,17:14,03:27,17.40,52,01:08:24,17:45,03:34,16.89,46,4338,01:12:18,03:53,03:34,16.90
SWE,D17,5183,01:26:23,00:19:58,19:58,04:00,15.02,47,00:39:48,19:49,03:58,15.13,44,01:00:15,20:26,04:06,14.67,42,01:21:45,21:30,04:19,13.95,46,5183,01:26:23,04:37,04:14,14.22
SWE,D40,5184,01:26:24,00:20:05,20:05,04:02,14.93,53,00:39:54,19:48,03:58,15.15,47,01:00:31,20:37,04:08,14.55,48,01:21:46,21:15,04:16,14.11,47,5184,01:26:24,04:37,04:14,14.22
SWE,H17,4346,01:12:26,00:16:21,16:21,03:17,18.33,44,00:33:03,16:41,03:21,17.98,50,00:50:20,17:17,03:28,17.34,47,01:08:32,18:11,03:39,16.48,47,4346,01:12:26,03:53,03:33,16.91
SWE,H17,4347,01:12:27,00:16:35,16:35,03:20,18.08,52,00:32:58,16:22,03:17,18.32,47,00:50:11,17:13,03:27,17.42,44,01:08:23,18:12,03:39,16.48,44,4347,01:12:27,04:03,03:43,16.19
SWE,D17,5185,01:26:25,00:20:20,20:20,04:05,14.74,66,00:40:16,19:55,04:00,15.06,56,01:00:24,20:08,04:02,14.89,46,01:21:42,21:17,04:16,14.09,45,5185,01:26:25,04:42,04:18,13.98
SWE,D40,5190,01:26:30,00:20:16,20:16,04:04,14.79,62,00:39:59,19:42,03:57,15.22,49,01:00:28,20:29,04:06,14.64,47,01:21:52,21:23,04:17,14.02,48,5190,01:26:30,04:38,04:15,14.17
GER,H17,4361,01:12:41,00:16:19,16:19,03:16,18.38,43,00:32:57,16:37,03:20,18.04,43,00:50:21,17:23,03:29,17.24,48,01:08:47,18:26,03:42,16.27,48,4361,01:12:41,03:54,03:34,16.82
SWE,H17,4370,01:12:50,00:17:06,17:06,03:26,17.54,69,00:33:57,16:51,03:23,17.80,58,00:51:13,17:15,03:28,17.38,55,01:09:00,17:47,03:34,16.86,50,4370,01:12:50,03:49,03:30,17.22
SWE,D17,5192,01:26:32,00:21:08,21:08,04:14,14.19,110,00:41:16,20:07,04:02,14.91,69,01:01:40,20:24,04:05,14.70,57,01:22:10,20:30,04:07,14.63,52,5192,01:26:32,04:21,03:59,15.11
SWE,H17,4378,01:12:58,00:16:57,16:57,03:24,17.68,57,00:33:42,16:44,03:21,17.92,54,00:50:58,17:16,03:28,17.37,53,01:09:05,18:06,03:38,16.56,51,4378,01:12:58,03:53,03:33,16.92
GBR,D45,5194,01:26:34,00:19:55,19:55,04:00,15.06,44,00:39:41,19:46,03:58,15.18,42,01:00:20,20:39,04:08,14.53,45,01:21:53,21:32,04:19,13.92,49,5194,01:26:34,04:40,04:16,14.06
ITA,D35,5196,01:26:36,00:20:00,20:00,04:01,14.99,48,00:40:03,20:02,04:01,14.97,50,01:00:48,20:45,04:10,14.45,53,01:22:06,21:17,04:16,14.09,51,5196,01:26:36,04:29,04:06,14.65
GBR,H35,4379,01:12:59,00:17:18,17:18,03:28,17.33,81,00:34:21,17:02,03:25,17.60,74,00:51:40,17:18,03:28,17.33,66,01:09:18,17:38,03:32,17.01,53,4379,01:12:59,03:40,03:22,17.88
NOR,H35,4382,01:13:02,00:17:28,17:28,03:30,17.17,89,00:34:26,16:58,03:24,17.67,77,00:51:34,17:07,03:26,17.52,63,01:09:22,17:48,03:34,16.85,55,4382,01:13:02,03:40,03:21,17.95
SWE,D17,5207,01:26:47,00:20:02,20:02,04:01,14.97,49,00:39:50,19:47,03:58,15.15,45,01:00:36,20:46,04:10,14.44,50,01:22:12,21:35,04:20,13.89,53,5207,01:26:47,04:34,04:11,14.37
SWE,H17,4387,01:13:07,00:16:19,16:19,03:16,18.38,42,00:32:58,16:38,03:20,18.02,46,00:50:27,17:29,03:30,17.15,50,01:08:58,18:31,03:43,16.20,49,4387,01:13:07,04:08,03:47,15.90
SWE,D17,5218,01:26:58,00:20:33,20:33,04:07,14.59,71,00:40:55,20:21,04:05,14.74,64,01:01:43,20:48,04:10,14.42,58,01:22:30,20:46,04:10,14.44,54,5218,01:26:58,04:27,04:04,14.76
SWE,H45,4391,01:13:11,00:17:21,17:21,03:29,17.29,83,00:33:59,16:38,03:20,18.03,60,00:51:17,17:17,03:28,17.35,57,01:09:18,18:01,03:37,16.64,54,4391,01:13:11,03:52,03:32,16.99
SWE,D17,5235,01:27:15,00:19:56,19:56,04:00,15.05,46,00:40:15,20:19,04:04,14.76,55,01:01:06,20:51,04:11,14.39,54,01:22:32,21:25,04:18,14.00,55,5235,01:27:15,04:43,04:19,13.94
SWE,H17,4392,01:13:12,00:17:07,17:07,03:26,17.53,70,00:34:06,16:59,03:24,17.65,64,00:51:30,17:23,03:29,17.25,60,01:09:23,17:53,03:35,16.77,56,4392,01:13:12,03:48,03:29,17.30
SWE,D40,5237,01:27:17,00:19:45,19:45,03:58,15.18,36,00:39:24,19:38,03:56,15.27,38,01:00:36,21:11,04:15,14.15,49,01:22:39,22:03,04:25,13.60,56,5237,01:27:17,04:37,04:14,14.22
SWE,D17,5244,01:27:24,00:20:20,20:20,04:05,14.75,65,00:40:31,20:11,04:03,14.86,58,01:01:44,21:12,04:15,14.14,59,01:23:01,21:16,04:16,14.10,57,5244,01:27:24,04:23,04:01,14.98
SWE,H17,4392,01:13:12,00:17:13,17:13,03:27,17.41,74,00:34:16,17:02,03:25,17.61,71,00:51:46,17:30,03:31,17.13,68,01:09:32,17:45,03:34,16.90,59,4392,01:13:12,03:39,03:21,17.95
SWE,H17,4393,01:13:13,00:16:35,16:35,03:20,18.08,51,00:33:33,16:58,03:24,17.68,53,00:51:16,17:43,03:33,16.93,56,01:09:26,18:09,03:38,16.53,57,4393,01:13:13,03:47,03:28,17.37
SWE,D17,5254,01:27:34,00:20:28,20:28,04:06,14.65,70,00:40:46,20:17,04:04,14.78,61,01:01:47,21:01,04:13,14.27,60,01:23:07,21:19,04:16,14.06,58,5254,01:27:34,04:26,04:04,14.80
